text,language
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2003,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4280,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 9146,en
caller: Hello congratulations Youve been selected to receive a free 1000 gift card from our company. receiver: Oh wow that sounds amazing How did I get selected caller: You were randomly chosen from our database of loyal customers. receiver: Thats great Whats the name of your company again caller: Its American Consumer Rewards. Were a reputable company that gives back to our customers. receiver: Ive never heard of you guys before. Can you tell me more about your company caller: Of course Were a leading rewards program that partners with major brands to provide exclusive offers to our members. receiver: Okay so how do I claim my gift card caller: All you need to do is provide some basic information to verify your identity and well email you the gift card code. receiver: What kind of information do you need caller: Just your name address and social security number. receiver: Social security number Isnt that a bit sensitive caller: Dont worry its completely secure and necessary for verification purposes only. receiver: Im not sure Im comfortable sharing that. Can I speak to your supervisor instead caller: Let me check if my supervisor is available. Yes shes available now. Please hold for just a minute.,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 5715,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 5027,en
All you need is a lil of that Spunk Spunk up your wardrobe with our latest collection from the house of fbb Visit your nearest fbb/Big Bazaar to explore more.,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 5033,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3422,en
Suspect: Hello this is Officer Johnson from the Social Security Administration. Weve been trying to reach you about a problem with your social security number. Innocent: Oh really What kind of problem Suspect: Its been suspended due to suspicious activity. I need to verify some information to reactivate it. Innocent: Suspended That sounds serious. Can you tell me more about whats going on Suspect: Yes sir. It appears someone has been using your social security number for fraudulent activities. I need you to confirm your number so we can investigate further. Innocent: Im not sure Im comfortable giving out my social security number over the phone. How do I know youre really from the SSA Suspect: Sir I assure you I am who I say I am. If you dont cooperate well have to send an officer to your location to discuss this further. Innocent: Okay okay. But can you give me your badge number or something so I can verify your identity Suspect: My badge number is 3456. Now can you please confirm your social security number Innocent: Hold on let me get my paperwork. Whats the exact problem with my social security number again Suspect: Like I said its been suspended due to suspicious activity. We need to clear up this issue ASAP. Innocent: And what happens if I dont clear it up Will my benefits be affected Suspect: Yes sir. Your benefits will be stopped until this issue is resolved. Now can you please just confirm your social security number Innocent: Okay but before I do that can you tell me what office youre calling from Is it the local SSA office or a national office Suspect: This is a national office sir. Now lets focus on resolving this issue. Innocent: Alright alright. Just one more question. Can you walk me through the process of how youre going to fix my social security number once I give you the information Suspect: Sir Ive already explained everything to you. We need to move forward with the verification process. Are you going to cooperate or not,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 646,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 7837,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 1713,en
Only 2 days left to get fit. SMS FIT 575758 for details. Join Talwalkars and get gifts worth 6 000 absolutely free,en
FreeMsg Hey U i just got 1 of these video/pic fones reply WILD to this txt  ill send U my pics hurry up Im so bored at work xxx 18 150p/rcvd STOP2stop,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 1942,en
18 days to Euro2004 kickoff U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,en
Dear 0776xxxxxxx Uve been invited to XCHAT. This is our final attempt to contact u Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4608,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 7300,en
Innocent: Hello. Suspect: Hi there this is Rachel from National Billing Services. How are you today Im calling to inform you that youre eligible for a refund of 427.95 due to an overpayment on your account. Is this a good time to discuss the details Innocent: Yeah that sounds great. What do I need to do to get the refund Suspect: Excellent Im glad youre interested in claiming your refund. To process it I just need to verify some information. Can you please confirm your full name and address as it appears on your account Innocent: Uh yeah. My name is John Smith and my address is 123 Main St Anytown USA. Can we hurry this up Ive got a meeting in 5 minutes. Suspect: John thank you for providing that information. I just need to confirm a few more details. Can you please tell me your social security number to verify your identity This is a standard security protocol to ensure the refund goes to the right person. Innocent: Okay fine. Its 987-65-4321. Can I get the refund now Suspect: John thank you for your cooperation. Ive verified your information and everything looks good. However I need to process a small verification fee of 29.95 to complete the refund. Can you please provide me with your bank account information or a debit/credit card number to process this fee Innocent: Wait what A fee No I dont think so. Im not paying a fee to get my own money back. That doesnt sound right. Suspect: John I completely understand your concern. Let me assure you this is a standard procedure. The fee is just a one-time payment to cover the administrative costs of processing the refund. If you dont pay the fee Im afraid we wont be able to release the refund to you. Youll be forfeiting the 427.95. Would you like me to explain it again or would you like to proceed with the fee Innocent: No I dont think so. This sounds like a scam. Im not giving you my bank account info. Suspect: John I understand your skepticism but I assure you this is a legitimate refund. National Billing Services is a reputable company and weve been doing this for years. If you dont take advantage of this opportunity youll be leaving money on the table. Let me speak with my supervisor and shell explain everything to you. Would you like to hold for just a minute Innocent: No I dont have time for this. Ive got to go. Goodbye.,en
Suspect: Hello congratulations Youve been selected to receive a 500 gift card from one of our major retailers. Innocent: Oh wow that sounds amazing How did I get selected Suspect: You were chosen randomly from our database. Were running a promotion to increase customer satisfaction. Innocent: Thats great Whats the catch Do I need to buy something or take a survey Suspect: No no catch at all Its completely free. We just need to verify some information to ensure its sent to the right person. Innocent: Okay what information do you need Suspect: Can you please confirm your full name and address so we can process the gift card Innocent: Why do you need my address if its digital Cant you just email it to me Suspect: Ah good question We need the address to send a confirmation letter. Its part of our security protocol. Innocent: I see. What retailer is the gift card for Suspect: Its for Walmart. Would you like to receive it today Innocent: Yes that would be great But how does the confirmation letter work Do I need to sign for it Suspect: No no signature required. Its just a standard letter with instructions on how to redeem your gift card. Innocent: Okay got it. Can you tell me more about this promotion Is it advertised anywhere online Suspect: Uh yeah... its on our website. Let me give you the URL real quick... Innocent: Wait I think I need to write it down. Can you spell it out slowly for me Suspect: Okay... its w-w-w-dot-giftcardpromo-dot-com. Innocent: Hmm that doesnt seem to be a real website. Are you sure thats correct Suspect: Oh I apologize for the mistake. Let me check with my supervisor real quick. Innocent: Take your time Im in no rush.,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 835,en
You just got a FREE entry worth Rs.33 into the Rs.10 lakh contest for the 1st IND vs SL ODI. Click https://goo.gl/mziXkb to join before slots are filled. Hurry,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 553,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1530,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 139,en
Urgent Please call 0906346330. Your ABTA complimentary 4 Spanish Holiday or 10000 cash await collection SAE TCs BOX 47 PO19 2EZ 150ppm 18,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 5266,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 7667,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 5627,en
Innocent: Hello. Suspect: Hello is this Karen Wilson Congratulations youve been selected as a winner in our national sweepstakes Youve won a cash prize of 10000. Can you confirm your address so we can process the reward Innocent: Who is this How did you get my number And what sweepstakes are you talking about I dont recall entering anything. Suspect: Karen Im Officer James from the Sweepstakes Administration Bureau. We obtained your number from our database of eligible participants. You must have entered our sweepstakes online or at a local retailer. Dont worry about the details youve won To verify your identity can you please provide me with your social security number Its a mandatory step to claim your prize. Innocent: Im not providing my social security number to anyone over the phone. I dont know who you are or what kind of scam this is. How do I know youre really from the Sweepstakes Administration Bureau Can you provide me with a phone number or address to verify your identity Suspect: Karen I understand your concern. Let me assure you this is a legitimate call. The Sweepstakes Administration Bureau is a government-affiliated agency and were required to follow strict protocols. I can provide you with a verification code which you can check on our website. But I need to confirm your identity first. Instead of your social security number can you please provide me with your date of birth and drivers license number This is a one-time verification process and its completely secure. Innocent: Im not buying it. Youre asking for sensitive personal information and Im not comfortable sharing that with someone I dont know. I dont care about your verification code or website. I think this is a scam and Im not going to play along. Suspect: Karen I understand your skepticism but I assure you this is not a scam. Youre missing out on a life-changing opportunity. Let me speak with my supervisor and Ill get back to you. Okay my supervisor wants to speak with you. Hes going to explain the process and provide you with more information. Please hold for just a moment. Innocent: No I dont think so. Im not holding for anyone. Ive heard enough. Im not interested in continuing this conversation. Goodbye.,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9432,en
caller: Hello my name is John and Im calling from Microsoft Technical Support. Weve received a notification that your computer is infected with a virus. receiver: Oh no what kind of virus is it caller: Its a very serious one maam. Its called the Windows Virus 2023 and its spreading rapidly across the internet. receiver: I see. How did you detect it on my computer caller: Our advanced software detected it remotely. We can fix it for you if you allow us to access your computer remotely. receiver: That sounds convenient. What makes you think Ill let a stranger access my computer caller: Well were a legitimate company and we have thousands of satisfied customers. We just need you to download our special software to fix the issue. receiver: Whats the name of this software caller: Its called Microsoft Fixit Pro. Its a proprietary tool that only our technicians have access to. receiver: Ive never heard of it. Can you give me a website or a phone number to verify its legitimacy caller: Im afraid not maam. This is a special tool only available to our technicians. But trust me its completely safe and will fix your computer in no time. receiver: Okay let me think about it. Can you hold for a minute while I check some things on my end caller: Of course maam. Take all the time you need.,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 5342,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 5360,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 8539,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3390,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 5604,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 9419,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 1085,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 4929,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 1922,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 390,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 9067,en
Suspect: Hello is this Mr. Johnson Innocent: Yes thats me. Whos calling Suspect: This is Officer David from the Social Security Administration. Weve been trying to reach you about a serious issue with your social security number. Innocent: What kind of issue Suspect: It appears that your social security number has been compromised and is being used for fraudulent activities. Innocent: That sounds serious. How did you find out about it Suspect: We have a system in place to detect these types of activities. But we need your help to resolve the issue. Innocent: Okay what do I need to do Suspect: Can you please confirm your social security number so we can look into it further Innocent: Wait how do I know youre really from the Social Security Administration Can you give me your badge number or something Suspect: My badge number is 24762. Now can you please confirm your social security number Innocent: Let me get my card real quick. Can you hold for just a second,en
Innocent: Hello. Suspect: Hello my name is Alex from TechShield Support. Weve been monitoring your computers activity and weve detected some suspicious malware infections. Our system shows that your device has been compromised and your personal data is at risk. Im calling to help you resolve this issue immediately. Can you please confirm your computers brand and model so I can assist you further Innocent: Oh no that sounds serious My computer is a Dell Inspiron 15 3000 series. Suspect: Weve seen a lot of these models affected by this particular malware. Im going to guide you through a few steps to remove the infection and secure your system. But first can you please tell me what operating system youre running on your Dell Inspiron Is it Windows 10 or an earlier version Innocent: Im running Windows 10. Suspect: Okay thats good. Now I need to remotely access your computer to run a diagnostic test and remove the malware. Im going to walk you through the process. Can you please go to our website techshield.support and click on the Remote Assistance link at the top That will allow me to connect to your computer and get started on the fix. Innocent: Okay Ill do that right now. Suspect: Great thank you Once youve clicked on the link youll see a download prompt for our remote access tool. Please go ahead and download the tool and then Ill guide you through the rest of the process. Also I want to assure you that this is a completely safe and secure process. Weve helped thousands of customers resolve similar issues with our expert technicians. Innocent: Okay Ive downloaded the tool. Whats next Suspect: Excellent Now I need you to open the tool and enter the 6-digit access code that Ill provide. This will allow me to connect to your computer remotely. The code is 842119. Please enter that code and click Allow Access. This will give me permission to access your computer and start the diagnostic test. Innocent: Okay Ive entered the code and clicked Allow Access. Suspect: Thank you Im now connected to your computer. Im running the diagnostic test and I can see that the malware is more severe than I initially thought. Im going to need to run a few more scans to completely remove the infection. However I need to inform you that there will be a one-time service fee of 299.99 to cover the cost of the repair and to ensure your computer is fully protected from future threats. Would you like to proceed with the repair Innocent: Oh no that sounds expensive... But if its necessary to fix my computer I guess I dont have a choice. Yeah go ahead with the repair. Suspect: I completely understand your concern but trust me this is a necessary step to protect your computer and your personal data. Im going to go ahead and process the payment. Can you please provide me with your credit card information including the card number expiration date and security code This will ensure that the payment is processed securely and efficiently. Innocent: Let me get my credit card... Okay my card number is 4532 1111 2233 3344 expiration date is 02/2025 and the security code is 987. Suspect: Thank you so much for providing that information. Im going to go ahead and process the payment. Please hold for just a moment while I complete the transaction. Okay the payment has been processed successfully. Im now going to continue with the repair. Ill need to install some additional software to ensure your computer is fully protected. This will just take a few more minutes. Innocent: Okay... thanks for letting me know. How much longer will this take Suspect: Were almost done. The software installation is in progress and it should be completed within the next 5-7 minutes. After that Ill run a final scan to ensure the malware is completely removed and then well be all set. Youll be able to use your computer safely again. Just stay on the line and Ill let you know when everything is complete. Innocent: Okay Ill wait. Suspect: Thank you for your patience. Im going to go ahead and finalize the repair. Okay everything looks good. The malware has been removed and your computer is now secure. You should be able to use it without any issues. Before we hang up I just need to confirm a few details. Can you please confirm your email address so I can send you a follow-up report and some additional security tips,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 2325,en
Suspect: Hello is this Mrs. Johnson Innocent: Yes thats me. Whos calling Suspect: My name is David and Im calling from the Rewards Department of Walmart. Innocent: Oh really Whats this about Suspect: Weve been trying to reach you because youve won a 500 gift card from our recent promotion. Innocent: That sounds amazing How did I win it Suspect: You were selected randomly from our database. But to claim your prize we need to verify some information. Innocent: What kind of information do you need Suspect: Just your full name address and social security number for security purposes. Innocent: Im not comfortable giving out my social security number over the phone. Is there another way to verify Suspect: I understand your concern but this is a secure line. Weve had many winners already who have received their prizes without any issues. Innocent: Okay let me think about it for a second. Can you tell me more about this promotion When did I supposedly enter it Suspect: Ah yes It was our summer sweepstakes promotion back in July. You must have entered online or in-store. Innocent: I dont remember entering any sweepstakes in July. Are you sure I didnt enter something else Suspect: No no maam. Our records show that you entered the summer sweepstakes. Now about that verification... Innocent: Wait how did you get my phone number if I entered online Suspect: Uh well... our system automatically generated a list of winners and their contact information. Innocent: That sounds suspicious. Can you give me a call-back number so I can verify your identity Suspect: Im afraid our system doesnt allow us to receive calls. But I assure you maam this is a legitimate offer. Innocent: Okay David. Let me think about it and Ill call you back later. Suspect: Maam please dont hang up This offer is only valid for today. If you dont claim it now it will be forfeited. Innocent: Dont worry David. Ill definitely call back... later.,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 4527,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 356,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 9088,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 6070,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 379,en
MORE THAN 60 UNITS SOLD in first 3 DAYSUnitech offers 3 bhk in sec 70 gurgn 5250 psf2 YRS INTEREST FREE SCHEME.Call Team Agni 9212255555 to avail discounts,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 3641,en
Congratulation Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34gmail.comfor claims,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 9632,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 4868,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4085,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 8323,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 5793,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 906,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 175,en
You are a winner you have been specially selected to receive 1000 cash or a 2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,en
Person A: Good afternoon Im calling from the banks fraud department. Weve detected irregularities in your account and need to verify your personal information. Person B: Irregularities Can you provide specific details on what youve found Person A: Yes there are discrepancies in your account and we need to rectify them urgently. Person B: Can you confirm your role at the fraud department and provide a direct line to your office for verification Person A: Im unable to disclose personal information due to company policies. Person B: I understand but I need to validate the legitimacy of this call. Can you suggest an alternative verification method Person A: Time is of the essence and we must act swiftly. Person B: I insist on independently confirming this. Goodbye.,en
Innocent: Hello. Suspect: Hello my name is Karen and Im calling from National Benefits Corporation. How are you today Ms. Johnson Innocent: Whos Karen National what now I dont remember talking to anyone about anything. Whats this about Suspect: Dont worry Ms. Johnson Im calling to inform you that our system shows youre eligible for a refund of 427.89. It appears youve been overcharged on a previous transaction. Im just calling to assist you in processing this refund. Is that something youd be interested in Innocent: Refund Overcharged I dont understand. What transaction I dont remember anything about that. Are you sure you have the right person Suspect: Yes Ms. Johnson Im positive. Our records show that you made a payment to one of our partner companies GreenTech Inc. back in March. It seems there was an error on their part and were correcting it. You dont need to worry about the details I just need to verify some information to get the refund processed. Can you please confirm your address and date of birth for me Innocent: March GreenTech I dont know what youre talking about. I dont remember making any payments. Are you sure this is for me Can you explain it again Suspect: Ms. Johnson I assure you this is a legitimate refund. I can see it right here on my screen. Its possible you might not recall the transaction but trust me its a genuine error on their part. If you dont take advantage of this refund itll be forfeited and youll lose the opportunity to receive this money. Im trying to help you here. Can you just confirm your social security number to verify your identity and Ill get the refund processed for you Innocent: I dont know... Im getting all confused. Youre saying Im getting money back but I dont remember anything. Is this some kind of trick Youre not going to take my money are you Can I trust you Suspect: Ms. Johnson I completely understand your concerns. I assure you this is a legitimate refund. Im a representative of National Benefits Corporation a reputable company. Were not trying to scam you I promise. Were just trying to correct an error and return the money thats rightfully yours. If youre still unsure I can provide you with a reference number and a supervisors name if youd like to verify the authenticity of this call. But please dont miss out on this opportunity. Would you like me to explain the process again step by step so you can feel more comfortable Innocent: Okay... I think I trust you Karen. You sound nice. If you say its real Ill try to believe you. Yes please explain it again slowly so I can understand. Suspect: Thank you Ms. Johnson. I appreciate your trust. Okay so heres whats going to happen. Im going to guide you through a simple process to verify your identity and then Ill submit the refund request. Once thats done the money will be deposited directly into your bank account. To verify your identity I just need you to confirm a few details. Can you please tell me your banks routing number and your account number That way I can ensure the refund goes to the correct account. Innocent: Routing number... account number... Let me see... I think I have that written down somewhere... Wait where did I put that paper Suspect: Dont worry Ms. Johnson Take your time. Im not in a rush. While youre looking for that information I just want to let you know that there is a small verification fee of 25 that needs to be paid to process the refund. Its a one-time fee and itll be deducted from the refund amount so you wont need to pay anything out of pocket. Once you find that information we can move forward with the process. Innocent: Verification fee 25 Oh dear Im not sure I understand. Youre saying I have to pay to get my money back That doesnt sound right. Are you sure thats necessary Suspect: Ms. Johnson I completely understand your concern. The verification fee is a standard procedure to ensure the refund is legitimate and to prevent fraud. Its a small price to pay for the refund of 427.89. Without this fee we cant process the refund and youll lose the opportunity to receive the money. I assure you its a necessary step. And dont worry like I said itll be deducted from the refund amount so you wont need to pay anything extra. Would you like me to explain it again or are you ready to proceed Innocent: Okay... If you say its necessary Ill do it. But can you please stay on the line with me while I get the information I dont want to get confused again. And can you repeat the numbers I need to give you Suspect: Ms. Johnson Ill stay on the line with you the entire time. Im happy to help. To confirm I need your banks routing number and your account number. And dont forget Ill also need the 25 verification fee. You can pay that with a credit or debit card whichever is convenient for you. Just have that information ready and well get this process started. Innocent: Wait wait wait... I dont think Im comfortable with this anymore. I think I need to talk to my son about this. Hes good with these things. Can I call you back later Suspect: Ms. Johnson I understand your concerns but I need to let you know that this offer is only valid for a limited time. If you dont take advantage of it now the refund will be forfeited and youll lose the opportunity to receive the money. Im trying to help you here. If you hang up I wont be able to assist you further. Cant you just trust me and complete the process Itll only take a few minutes.,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 1659,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3690,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 8740,en
Would you like to see my XXX pics ...they were nearly banned in the uk,en
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 569,en
Hi akash Your Rs.2000 wallet bal expires in next 4 Hours Use your wallet  Get Spectacles FRAME for FREE  Sunglasses Rs.169: https://goo.gl/8nfUm6,en
MEGA MINUTES OFFER Now Recharge with Rs99  get 375 local minutes FREE for 15 days. Dial 122099 to activate now.,en
Suspect: Hello congratulations Youve been selected to receive a free 1000 gift card from our company. Innocent: Oh wow that sounds amazing How did I get selected Suspect: You were randomly chosen from our database of loyal customers. Innocent: Thats great Whats the name of your company again Suspect: Its American Consumer Rewards. Were a reputable company that gives back to our customers. Innocent: Ive never heard of you guys before. Can you tell me more about your company Suspect: Of course Were a leading rewards program that partners with major brands to provide exclusive offers to our members. Innocent: Okay so how do I claim my gift card Suspect: All you need to do is provide some basic information to verify your identity and well email you the gift card code. Innocent: What kind of information do you need Suspect: Just your name address and social security number. Innocent: Social security number Isnt that a bit sensitive Suspect: Dont worry its completely secure and necessary for verification purposes only. Innocent: Im not sure Im comfortable sharing that. Can I speak to your supervisor instead Suspect: Let me check if my supervisor is available. Yes shes available now. Please hold for just a minute.,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 4859,en
Person A: Good morning Im calling from the utilities companys billing department. Weve detected irregularities in your recent bills and need to verify your personal information. Person B: Irregularities Can you provide specific details on what youve found Person A: Yes there are discrepancies in your bills and we need to rectify them urgently. Person B: Can you confirm your role at the billing department and provide a direct line to your office for verification Person A: Im unable to disclose personal information due to company policies. Person B: I understand but I need to validate the legitimacy of this call. Can you suggest an alternative verification method Person A: Time is of the essence and we must act swiftly. Person B: I insist on independently confirming this. Goodbye.,en
Had your mobile 11 months or more U R entitled to Update to the latest colour mobiles with camera for Free Call The Mobile Update Co FREE on 08002986030,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 5761,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2692,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4397,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 7490,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 720,en
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 9233,en
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 4007,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 9046,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 507,en
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 2231,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 813,en
Suspect: Hello is this Mr. Johnson Innocent: Yes thats me. Whos calling Suspect: Hi Mr. Johnson my name is David and Im calling from the Consumer Rewards Department. Weve been trying to reach you about a free 1000 gift card youre eligible for. Innocent: Oh wow that sounds amazing Whats the catch Suspect: Theres no catch sir. Youve been selected based on your excellent payment history and credit score. Innocent: Thats interesting. How did you get my information Suspect: We get it from public records and credit reports. But let me assure you this is a legitimate offer. Innocent: Okay so what do I need to do to claim this gift card Suspect: All you need to do is pay a small processing fee of 50 and well send the gift card right out to you. Innocent: A processing fee That doesnt sound very free to me. Can I just get the gift card without paying anything Suspect: I apologize sir but the processing fee is mandatory. Its a one-time payment and then youll receive your gift card. Innocent: Okay I see. So how do I pay this processing fee Suspect: You can either use a credit card or make a wire transfer. Which method would you prefer Innocent: Hmm Im not sure. Can you explain the wire transfer process to me Suspect: Yes of course. You can go to any Western Union location and send the money to our account. Innocent: And whats the account information again Suspect: Let me check on that real quick. Okay the account name is Consumer Rewards and the reference number is 1234. Innocent: Okay got it. So just to confirm I need to send 50 to Consumer Rewards with reference number 1234 Suspect: Thats correct sir. And once we receive the payment well send out your gift card. Innocent: Alright I think Ill go ahead and do that. But before I hang up can you give me your supervisors contact information in case I have any issues Suspect: Uh let me check on that... Yeah my supervisors name is John Smith and his phone number is 555-1234. Innocent: Okay great. Thanks for your help David.,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 219,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 8057,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 3040,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 9730,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9559,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 9969,en
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 3413,en
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 8048,en
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 3351,en
URGENT Your Mobile No was awarded a 2000 Bonus Caller Prize on 1/08/03 This is our 2nd attempt to contact YOU Call 0871-4719-523 BOX95QU BT National Rate,en
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 7088,en
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9049,en
