,language,text
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 4752,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 4752
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 9792,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 9792
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 3482,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 3482
caller: Hello is this Mr. Johnson receiver: Yeah thats me. Whos this caller: My name is Officer Thompson from the Social Security Administration. receiver: What can I do for you Officer caller: Weve been trying to reach you about a very urgent matter regarding your social security number. receiver: Oh Whats going on with it caller: Its been suspended due to suspicious activity. We need to verify some information to reactivate it. receiver: Suspended That doesnt sound good. What kind of suspicious activity caller: We cant disclose that information over the phone but I assure you its a serious matter. receiver: Okay... So what do I need to do to get it reactivated caller: Ill need you to confirm your social security number and date of birth. receiver: Wait why do you need my social security number if youre calling from the SSA Dont you already have it caller: Ah good question sir. Our system has been hacked and we lost some data. Were having to rebuild our records. receiver: That sounds pretty fishy. Can you give me your badge number and a call back number so I can verify this is legit caller: Uh let me check on that. receiver: Okay Ill call you back in a minute to verify. Can you hold for just a sec caller: Sure thing sir. receiver: So whats the process for getting my social security number reactivated Do I need to pay a fee or something caller: No no fee. We just need the verification information and well take care of the rest. receiver: And how long will it take to reactivate my number caller: Within 24 hours sir. receiver: Okay... And can you tell me more about this suspicious activity Was it identity theft or something caller: Like I said we cant disclose that information over the phone. Youll receive a letter explaining everything once your number is reactivated. receiver: Alright well like I said Ill call you back in a minute to verify. Thanks for your help Officer. caller: Youre welcome sir. Looking forward to hearing back from you.,fr,"Appelant : Bonjour, est-ce bien M. Johnson ? Récepteur : Oui, c'est moi. Qui est à l'appareil ? Appelant : Je suis l'agent Thompson de la Sécurité sociale. Récepteur : Que puis-je faire pour vous, agent ? Appelant : Nous essayons de vous joindre concernant une affaire très urgente au sujet de votre numéro de sécurité sociale. Récepteur : Oh ? Que se passe-t-il ? Appelant : Il a été suspendu en raison d'activités suspectes. Nous devons vérifier certaines informations pour le réactiver. Récepteur : Suspendu ? Ça ne présage rien de bon. Quel genre d'activité suspecte ? Appelant : Nous ne pouvons pas divulguer ces informations par téléphone, mais je vous assure que c'est une affaire sérieuse. Récepteur : D'accord... Alors, que dois-je faire pour le réactiver ? Appelant : J'ai besoin que vous confirmiez votre numéro de sécurité sociale et votre date de naissance. Récepteur : Attendez, pourquoi avez-vous besoin de mon numéro de sécurité sociale si vous appelez de la Sécurité sociale ? Vous ne l'avez pas déjà ? Appelant : Ah, bonne question, monsieur. Notre système a été piraté et nous avons perdu des données. Nous devons reconstituer nos dossiers. Récepteur : Ça me paraît louche. Pouvez-vous me donner votre numéro de badge et un numéro pour vous rappeler afin que je puisse vérifier la légitimité de cet appel ? Appelant : Euh, laissez-moi vérifier. Récepteur : D'accord, je vous rappelle dans une minute pour vérifier. Pouvez-vous patienter un instant ? Appelant : Bien sûr, monsieur. Récepteur : Alors, quelle est la procédure pour réactiver mon numéro de sécurité sociale ? Dois-je payer des frais ? Appelant : Non, aucun frais. Nous avons juste besoin des informations de vérification et nous nous occupons du reste. Récepteur : Et combien de temps faut-il pour réactiver mon numéro ? Appelant : Dans les 24 heures, monsieur. Récepteur : D'accord… Et pouvez-vous m'en dire plus sur cette activité suspecte ? S'agissait-il d'un vol d'identité ? Appelant : Comme je l'ai dit, nous ne pouvons pas divulguer ces informations par téléphone. Vous recevrez une lettre expliquant tout une fois votre numéro réactivé. Récepteur : Très bien, comme je l'ai dit, je vous rappelle dans une minute pour vérifier. Merci pour votre aide, agent. Appelant : De rien, monsieur. Dans l'attente de votre appel."
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 6500,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 6500
You still have some free questions left on youth4work view your detailed report here: http://www.prep.youth4work.com/MyReport,fr,Il vous reste encore des questions gratuites sur youth4work. Consultez votre rapport détaillé ici : http://www.prep.youth4work.com/MyReport
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3614,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 3614
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 2649,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 2649
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 2563,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 2563
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 7542,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 7542
Hi akash BIG SALE is BACK Pay 100 using CoolCash  Save upto Rs.1500 more on Eyeglasses  Sunglasses Coolwinks. Shop Now - https://goo.gl/YRqjBU,fr,"Salut Akash ! La GRANDE VENTE est de retour ! Payez 100 ₹ avec CoolCash et économisez jusqu'à 1500 ₹ supplémentaires sur les lunettes de vue, les lunettes de soleil et les Coolwinks. Achetez maintenant : https://goo.gl/YRqjBU"
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 8606,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 8606
Latest Nokia Mobile or iPOD MP3 Player 400 proze GUARANTEED Reply with: WIN to 83355 now Norcorp Ltd.150/Mtmsgrcvd18,fr,"Dernier lecteur MP3 Nokia pour mobile ou iPod, 400 Proze GARANTI. Répondez avec : WIN au 83355 dès maintenant. Norcorp Ltd. 150/Mtmsgrcvd18"
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3388,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 3388
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6256,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6256
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 1065,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 1065
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 8136,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 8136
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 4982,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 4982
RC44Rs40 TalktimeRecharge with RC44 get Rs40 Talktime and for 6months get FULL TALKTIME on all recharge of Rs10 and aboveAll Local STD at 50p/min.Call 14167,fr,"Rechargez avec RC44 et obtenez 40 Rs de crédit d'appel. Pendant 6 mois, bénéficiez d'un crédit d'appel illimité pour toute recharge de 10 Rs et plus. Appels locaux à 0,50 Rs/min. Appelez le 14167."
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 333,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 333
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6755,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6755
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 3647,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 3647
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 9981,fr,Avis important : La vérification de votre compte requiert une attention urgente. Agissez sans délai afin d’éviter tout problème. Réf. : 9981
Suspect: Hello my name is David and Im calling from Amazon customer service. Weve been trying to reach you about a special promotion were offering to our valued customers. Innocent: Oh really Whats the promotion about Suspect: Well were giving away 500 gift cards to random customers who have made purchases on our platform in the last 6 months. And your name was selected as one of the winners. Innocent: That sounds amazing How did you guys select me Suspect: It was a random drawing but we need to verify some information to ensure that the gift card is sent to the right person. Can you please confirm your Amazon login email and password for me Innocent: Wait why do you need my login credentials Cant you just look it up on your end Suspect: I apologize but our system requires manual verification for security purposes. Its a one-time thing I promise. Innocent: Okay but can you tell me more about this promotion Is it only for Prime members or all Amazon customers Suspect: Its open to all customers who have made a purchase in the last 6 months. But we need to act fast because there are limited gift cards available. Innocent: That makes sense. But how do I know this isnt a scam Can you provide a reference number or something Suspect: Ah absolutely Your reference number is AMZ1234. You can even call our main office to verify if youd like. Innocent: Okay Ill do that. But can you hold for a minute while I grab a pen and paper to write down the details Suspect: Sure thing Take your time.,fr,"Suspect : Bonjour, je m'appelle David et je vous appelle du service client Amazon. Nous essayons de vous joindre au sujet d'une promotion spéciale que nous proposons à nos clients fidèles. Innocent : Ah bon ? En quoi consiste cette promotion ? Suspect : Eh bien, nous offrons 500 cartes-cadeaux à des clients tirés au sort parmi ceux qui ont effectué des achats sur notre plateforme au cours des 6 derniers mois. Et votre nom a été tiré au sort parmi les gagnants. Innocent : C'est génial ! Comment m'avez-vous sélectionné ? Suspect : C'était un tirage au sort, mais nous devons vérifier certaines informations pour nous assurer que la carte-cadeau est envoyée à la bonne personne. Pouvez-vous me confirmer votre adresse e-mail et votre mot de passe Amazon ? Innocent : Attendez, pourquoi avez-vous besoin de mes identifiants de connexion ? Vous ne pouvez pas simplement les trouver de votre côté ? Suspect : Je m'excuse, mais notre système exige une vérification manuelle pour des raisons de sécurité. C'est exceptionnel, promis. Innocent : D'accord, mais pouvez-vous m'en dire plus sur cette promotion ? Est-elle réservée aux membres Prime ou est-elle ouverte à tous les clients Amazon ? Suspect : Elle est ouverte à tous les clients qui ont effectué un achat au cours des 6 derniers mois. Mais il faut faire vite, car les cartes-cadeaux sont en quantité limitée. Innocent : C’est logique. Mais comment être sûr que ce n’est pas une arnaque ? Pouvez-vous me donner un numéro de référence ? Suspect : Bien sûr. Votre numéro de référence est AMZ1234. Vous pouvez même appeler notre siège social pour vérifier si vous le souhaitez. Innocent : D’accord, je vais le faire. Mais pouvez-vous patienter une minute, le temps que je prenne un stylo et du papier pour noter les détails ? Suspect : Pas de problème. Prenez votre temps."
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 9411,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 9411
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 8990,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 8990
Important notice: Your tax refund requires urgent attention. Act as soon as possible to avoid issues. Ref: 2934,fr,Avis important : Votre remboursement d’impôt nécessite une attention urgente. Agissez au plus vite pour éviter tout problème. Réf. : 2934
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 799,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 799
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 7376,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 7376
caller: Hello this is Alex from the Federal Trade Commission. Weve been trying to reach you about a refund youre eligible for. receiver: Oh really What kind of refund is it caller: Its a refund for a subscription service you didnt authorize. Youre eligible for 500. receiver: That sounds great Can you tell me more about this subscription service Whats the name of it caller: Uh let me check on that. Okay it says here its for a streaming service called PrimeView. receiver: Ive never heard of PrimeView. How did I supposedly sign up for it caller: Well sometimes these companies make mistakes and sign people up without their consent. But dont worry were going to take care of it for you. receiver: Okay so how do I get this refund caller: We just need to verify some information to process the refund. Can you please confirm your social security number and bank account information receiver: Wait why do you need my social security number Cant you just look it up in your system caller: Im afraid not. We need to verify it manually to ensure the refund goes to the right person. receiver: That doesnt sound very secure. Can I speak to your supervisor instead caller: Let me check if my supervisor is available. Hold for just a moment. receiver: Take your time Im not in a hurry. caller: Okay my supervisor is on the line now. Sir can you explain the situation to him receiver: Actually can I ask him a question first How does the FTC typically contact people about refunds Do you guys usually call out of the blue like this caller: Uh yes... sometimes we do. But most of the time its through email or mail. receiver: I see. And whats your supervisors name and extension number so I can call back and verify this conversation caller: His name is John Smith and his extension is 4567. receiver: Okay thank you. Mr. Smith can I ask you something,fr,"Appelant : Bonjour, ici Alex de la Commission fédérale du commerce. Nous essayons de vous joindre concernant un remboursement auquel vous avez droit. Destinataire : Ah bon ? De quel type de remboursement s'agit-il ? Appelant : C'est le remboursement d'un abonnement que vous n'avez pas autorisé. Vous avez droit à 500 $. Destinataire : C'est parfait ! Pouvez-vous m'en dire plus sur cet abonnement ? Quel est son nom ? Appelant : Euh, laissez-moi vérifier. D'accord, il est indiqué ici qu'il s'agit d'un service de streaming appelé PrimeView. Destinataire : Je n'ai jamais entendu parler de PrimeView. Comment ai-je pu m'y abonner ? Appelant : Eh bien, il arrive que ces entreprises fassent des erreurs et abonnent des personnes sans leur consentement. Mais ne vous inquiétez pas, nous allons régler ça pour vous. Destinataire : D'accord, alors comment vais-je obtenir ce remboursement ? Appelant : Nous avons simplement besoin de vérifier quelques informations pour traiter le remboursement. Pouvez-vous confirmer votre numéro de sécurité sociale et vos coordonnées bancaires ? Destinataire : Attendez, pourquoi avez-vous besoin de mon numéro de sécurité sociale ? Vous ne pouvez pas simplement le trouver dans votre système ? Appelant : J'en ai bien peur. Nous devons le vérifier manuellement pour nous assurer que le remboursement parvienne à la bonne personne. Récepteur : Cela ne me semble pas très sécurisé. Puis-je parler à votre supérieur ? Appelant : Je vais vérifier si mon supérieur est disponible. Un instant, s’il vous plaît. Récepteur : Prenez votre temps, je ne suis pas pressé. Appelant : D’accord, mon supérieur est en ligne. Monsieur, pourriez-vous lui expliquer la situation ? Récepteur : En fait, puis-je lui poser une question d’abord ? Comment la FTC contacte-t-elle généralement les gens au sujet des remboursements ? Appelez-vous souvent à l’improviste comme ça ? Appelant : Euh, oui… parfois. Mais la plupart du temps, c’est par courriel ou par courrier. Récepteur : Je vois. Quel est le nom et le numéro de poste de votre supérieur afin que je puisse le rappeler pour vérifier cette conversation ? Appelant : Il s’appelle John Smith et son poste est le 4567. Récepteur : D’accord, merci. Monsieur Smith, puis-je vous poser une question ?"
This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy call 08712101358 NOW Only 10p per min.,fr,"C'est la deuxième fois que nous essayons de vous contacter. Vous avez gagné le prix de 750 livres sterling. Pour le réclamer, rien de plus simple : appelez le 08712101358 dès maintenant ! Seulement 10 pence la minute."
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 6014,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 6014
Person A: Good morning Im calling from the travel agencys customer service. Weve detected irregularities in your travel bookings and need to verify your personal information. Person B: Irregularities Can you provide specific details on what youve found Person A: Yes there are discrepancies in your bookings and we need to rectify them urgently. Person B: Can you confirm your role at the customer service department and provide a direct line to your office for verification Person A: Im unable to disclose personal information due to company policies. Person B: I understand but I need to validate the legitimacy of this call. Can you propose an alternative verification method Person A: Time is of the essence and we must act swiftly. Person B: I insist on independently confirming this. Goodbye.,fr,"Personne A : Bonjour, je vous appelle du service client de l'agence de voyages. Nous avons détecté des irrégularités dans vos réservations et devons vérifier vos informations personnelles. Personne B : Des irrégularités ? Pouvez-vous me donner des détails précis sur ce que vous avez constaté ? Personne A : Oui, il y a des anomalies dans vos réservations et nous devons les rectifier de toute urgence. Personne B : Pouvez-vous confirmer votre rôle au sein du service client et me donner un numéro direct pour vous joindre afin que je puisse vérifier ? Personne A : Je ne peux pas divulguer d'informations personnelles en raison de la politique de l'entreprise. Personne B : Je comprends, mais je dois m'assurer de la légitimité de cet appel. Pouvez-vous me proposer une autre méthode de vérification ? Personne A : Le temps presse et nous devons agir rapidement. Personne B : J'insiste pour pouvoir le vérifier moi-même. Au revoir."
wn an ultra modern office space  Rs 3750/-psf in the heart of Noida.-Reputed Builder-12Assured Retn.-Limited Inventory-For best deal call 956067610,fr,"Devenez propriétaire d'un espace de bureaux ultramoderne à 3 750 ₹/pi² au cœur de Noida. Promoteur immobilier de renom. Rentabilité garantie sur 12 ans. Offre limitée. Pour une offre avantageuse, appelez le 956067610."
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 6286,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 6286
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 9637,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 9637
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 9511,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 9511
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 937,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 937
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 796,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 796
Innocent: Hello. Suspect: Hi there my name is Karen Thompson and Im calling from Global Services Inc. How are you today Innocent: Im fine thanks. What can I do for you Karen Suspect: Weve been trying to reach you Mr. Johnson about a refund youre eligible for. It appears our system shows youve overpaid on a recent transaction and we owe you 427. Would you like to proceed with the refund process Innocent: Yeah that sounds right. Go ahead and process it. What do I need to do Suspect: Wonderful I just need to verify some information to ensure the refund goes to the correct account. Can you please confirm your full name address and the last four digits of your social security number Innocent: John Johnson 123 Main St and the last four digits are 9123. Can we hurry this up Im in the middle of something. Suspect: Thank you Mr. Johnson. I apologize for the inconvenience. Just one more thing: we need to process a small verification fee of 25 to release the refund. Can you please provide me with your banks routing number and account number so we can deduct the fee and deposit the refund Innocent: Wait what No I dont think so. Youre going to deduct a fee from my refund I dont have time for this. Just mail me a check or something. Suspect: I understand your concern Mr. Johnson. However our system requires the verification fee to prevent fraud. If we dont process it today the refund will be cancelled and youll lose the 427. I can assure you this is a one-time fee and its a standard procedure. Would you like to proceed with the verification fee to receive your refund today Innocent: No I dont think so. This sounds fishy. Im not giving you my bank account info. Goodbye.,fr,"Innocent : Bonjour. Suspect : Bonjour, je m'appelle Karen Thompson et je vous appelle de la part de Global Services Inc. Comment allez-vous aujourd'hui ? Innocent : Je vais bien, merci. Que puis-je faire pour vous, Karen ? Suspect : Nous essayons de vous joindre, Monsieur Johnson, concernant un remboursement auquel vous avez droit. Il semble que notre système indique un trop-perçu sur une transaction récente et nous vous devons 427. Souhaitez-vous procéder au remboursement ? Innocent : Oui, c'est exact. Procédez au remboursement. Que dois-je faire ? Suspect : Parfait. J'ai juste besoin de vérifier quelques informations pour m'assurer que le remboursement soit versé sur le bon compte. Pouvez-vous confirmer votre nom complet, votre adresse et les quatre derniers chiffres de votre numéro de sécurité sociale ? Innocent : John Johnson, 123 Main St. Les quatre derniers chiffres sont 9123. Pouvons-nous faire vite ? Je suis occupé(e). Suspect : Merci, Monsieur Johnson. Veuillez nous excuser pour ce désagrément. Une dernière chose : nous devons prélever des frais de vérification de 25 pour débloquer le remboursement. Pourriez-vous me fournir vos coordonnées bancaires (numéro d'acheminement et numéro de compte) afin que nous puissions déduire les frais et effectuer le remboursement ? Innocent : Attendez, quoi ? Non, je ne crois pas. Vous allez déduire des frais de mon remboursement ? Je n'ai pas de temps à perdre. Envoyez-moi un chèque, s'il vous plaît. Suspect : Je comprends votre inquiétude, Monsieur Johnson. Cependant, notre système exige ces frais de vérification pour prévenir la fraude. Si nous ne les traitons pas aujourd'hui, le remboursement sera annulé et vous perdrez les 427. Je vous assure qu'il s'agit de frais uniques et d'une procédure standard. Souhaitez-vous procéder au paiement des frais de vérification pour recevoir votre remboursement aujourd'hui ? Innocent : Non, je ne crois pas. Cela me paraît louche. Je ne vous donnerai pas mes coordonnées bancaires. Au revoir."
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 7069,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 7069
Person A: Hello Im calling from the tax department and need to verify your tax information. Person B: I wasnt expecting this call. Can you specify the reason for this verification Person A: We noticed some discrepancies in your recent filings and need to update your information. Person B: I understand the concern. Can you provide your employee ID for verification Person A: Due to security protocols I cannot share personal details. Person B: I appreciate that but I need to ensure this call is legitimate. Can you provide an alternate method for me to verify this Person A: Time is of the essence and we need to rectify this promptly. Person B: Id rather take the necessary steps to confirm this independently. Goodbye.,fr,"Personne A : Bonjour, je vous appelle du service des impôts et je dois vérifier vos informations fiscales. Personne B : Je ne m'attendais pas à cet appel. Pouvez-vous préciser le motif de cette vérification ? Personne A : Nous avons constaté des incohérences dans vos dernières déclarations et nous devons mettre à jour vos informations. Personne B : Je comprends votre inquiétude. Pouvez-vous me communiquer votre numéro d'employé pour vérification ? Personne A : Pour des raisons de sécurité, je ne peux pas divulguer d'informations personnelles. Personne B : Je comprends, mais je dois m'assurer de la légitimité de cet appel. Pouvez-vous me proposer un autre moyen de le vérifier ? Personne A : Le temps presse et nous devons rectifier cela rapidement. Personne B : Je préfère effectuer les démarches nécessaires pour le vérifier moi-même. Au revoir."
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 1184,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 1184
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 262,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 262
Important notice: Your prize claim requires urgent attention. Act immediately to avoid issues. Ref: 3798,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 3798
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5053,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5053
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 5808,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 5808
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1142,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 1142
